2.22641162,2.929236108,2.039723866,2.885309577,1.831072846,2.325246314,1.534568766,2.292301416,1.292972848,1.940889172,1.249046318,1.820091214,0.853707544,1.358862644,0.798799381,1.227083053,0.644227795,0.056443886,-0.764583097,-0.921491418,0.24971775,1.0074504,-1.595196529,-0.936298572,0.049269465,2.874327945,2.89629121,2.281319783,2.665676925
0.995448155,1.34431532,0.679806434,1.311089875,0.347551991,1.261251709,0.330939269,1.028673599,-0.001315174,0.430615602,-0.20066784,0.347551991,-0.765500392,0.563517379,-0.848564003,0.015297548,-0.726086533,0.258423584,-0.069393267,0.773899978,-1.762263721,1.826084262,-2.410159884,-1.546298333,-0.011842278,1.294477153,1.89253515,1.244638987,1.543667985
1.60167131,1.719861297,0.02974448,0.065201476,1.566214314,1.826232286,1.034359371,1.589852311,1.128911361,1.897146278,0.927988383,1.578033313,1.341653338,1.448024327,0.49068543,1.117092362,0.998750511,0.489452956,-0.36866183,0.066267364,0.462319833,1.518938319,-2.594073236,-0.052988511,-0.059290085,0.077020475,0.703427407,0.065201476,0.407952439
1.513942635,1.64966906,1.135847593,1.572111103,1.475163656,1.601195336,1.407300444,1.552721613,1.329742486,1.601195336,1.281268763,1.475163656,1.143603389,1.343935593,0.883784233,1.25862184,-0.366509177,-1.058533891,-0.730924904,-0.736414276,1.182382368,1.254123478,-1.898607481,-1.365396526,0.144619376,1.543026869,1.610890081,1.23279504,1.407300444
0.853175144,1.0045195,0.344107764,0.619279321,0.289073453,1.458552568,0.151487675,0.853175144,0.839416566,1.348483946,0.275314875,0.302832031,0.866933722,1.265932479,0.646796476,0.853175144,-0.544299008,2.891671893,0.678230626,-0.299035861,0.013901896,1.087070967,-2.944192337,-2.503917846,-0.136329902,0.674313632,0.825657988,-0.26126966,-0.13744246
-1.309856334,-1.187577941,-1.779405363,-1.710929463,-1.510392899,-0.894109798,-1.65712697,-1.329420877,-0.404996227,-0.395213956,-1.666909241,-1.505501763,0.314000723,0.607468866,-0.693573234,-0.404996227,-2.000787754,-1.06826286,0.747723466,-0.167445142,0.289545044,1.976986866,-2.229389849,0.77376748,0.124438532,-1.632671291,-0.796287084,-1.671800377,-0.918565477
-0.467513218,0.317219788,-0.757523241,-0.416334978,-0.228681433,0.146625656,-1.491078007,-0.433394391,-0.893998547,0.180744482,-1.405780941,-0.331037912,0.010150351,1.119012206,-1.013414439,-0.825760894,-0.31977958,-0.007935263,0.311372698,1.269252711,-0.296919086,2.145988878,-2.787593407,0.368398027,-0.062645803,-0.296919086,-0.194562607,-1.729909792,-0.518691457
1.411105879,1.706129867,1.160335489,1.661876268,1.101330692,1.411105879,0.9095651,1.116081891,0.717799508,1.337349882,0.644043511,1.116081891,0.835809103,0.924316299,0.378521922,0.614541112,-0.875858965,-2.496356193,0.747769227,1.042740432,0.806306704,1.278345085,-2.40945476,-2.143933171,0.079085186,1.661876268,1.956900256,1.322598683,1.824139462
-2.310882964,-1.231665423,-3.238808326,-3.105671209,-1.953833423,-1.126769513,-2.649777444,-2.306848506,-0.713237558,-0.60228996,-2.04460873,-2.014350294,-0.844357446,0.376066128,-0.945218899,-0.652720687,0.279464778,-0.439080385,0.059595087,1.117001439,0.426496854,1.283819199,-0.965391189,-0.450997782,-0.050849046,-3.08146446,-1.314371814,-3.111722896,-1.425319412
-0.883187602,-0.707680242,-2.255336047,-1.298023178,-1.601172253,-0.564083312,-2.33511212,-0.851277173,0.473005629,0.632557774,-1.122515819,-1.058694961,1.175035067,1.510094571,0.345363913,0.4410952,1.451911792,-0.525146555,0.796588405,-0.092791949,1.36649764,2.084482292,-1.69690354,0.90379642,-0.08152879,-1.282067964,-1.170381462,-2.542529908,-1.792634827
